Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective
535,9,551,10,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,1,2,0,0.0555556,1,0,0,1,0.0555556,1,7,12,0,0,1,17,17,35,21,0,0,1,0,0,0,120,5,7,78,17,17,17,35,21,0,0,1,0,0,0,120,5,7,78,17,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,10,0
258,13,275,14,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0,0,0,0,0,1,0.0526316,1,3,3,0,0,1,11,10,12,7,0,0,1,0,0,0,43,3,0,9,1,18,18,22,8,0,0,2,0,1,0,59,5,1,22,2,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0
280,13,294,14,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0.0625,1,2,2,0,0,1,9,8,11,7,0,0,1,0,0,0,39,1,0,9,1,15,15,14,10,0,1,2,0,1,0,46,2,0,15,1,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
319,9,332,10,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,14,0,0,0,0,1,0,0,0,1,3,0,0,0,15,14,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
347,9,362,10,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,16,0,0,0,0,1,0,0,0,1,5,0,0,0,17,16,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
395,13,401,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,0,0,0,0,1,0,0,0,1,1,0,0,0,8,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
227,9,234,10,1,1,2,1,1,1,8,8,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,15,2,1,0,10,1,0,0,0,0,5,0,2,0,0,0,0,0,0
253,9,261,10,1,1,2,1,1,1,9,9,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,15,0,1,0,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0
286,9,294,10,1,1,2,1,1,1,9,9,1,1,1,2,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,15,0,1,0,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0
315,9,333,10,0,0,0,0,0,0,0,0,1,2,2,3,1,0,0,0,1,0,0.105263,2,0,0,1,0.105263,2,0,0,0,0,0,17,19,0,0,0,0,1,0,0,0,1,5,0,0,0,17,19,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,5,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
354,9,371,10,0,0,0,0,0,0,0,0,1,2,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,18,0,0,0,0,1,0,0,0,1,10,0,0,0,19,18,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,5,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0
401,9,410,10,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,1,0,0,0,1,2,0,0,0,11,10,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
417,9,441,10,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,6,8,0,0.04,1,0,0,3,0.04,1,5,12,0,0,1,24,25,4,7,0,0,2,0,2,0,21,8,0,21,0,24,25,4,7,0,0,2,0,2,0,21,8,0,21,0,0,0,9,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0
449,9,455,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,0,0,0,0,1,0,0,0,1,1,0,0,0,8,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
472,9,507,10,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,13,0,0,0,0,1,0,0,0,1,4,0,0,0,34,36,0,0,0,0,5,0,4,0,5,7,0,4,0,0,0,17,0,4,0,0,1,1,0,0,0,16,3,0,0,0,0,0,0,0
522,9,530,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
588,9,595,10,1,1,2,1,1,1,8,8,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,15,0,1,0,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0
632,9,640,10,1,1,3,1,1,1,9,9,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,15,0,1,0,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0
686,9,706,10,0,0,0,0,0,0,0,0,1,2,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,0,1,10,0,0,0,21,21,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,5,0,3,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0
730,9,747,10,0,0,0,0,0,0,0,0,1,2,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,0,1,7,0,0,0,18,18,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,5,0,2,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0
771,9,779,10,1,1,3,1,1,1,9,9,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,15,0,1,0,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0
801,9,809,10,1,1,2,1,1,1,9,9,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,15,0,1,0,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0
815,9,858,10,0,0,0,0,0,0,0,0,1,1,1,5,6,0,0,6,9,0,0.047619,2,0,0,1,0.047619,2,2,2,0,0,1,40,44,13,7,2,0,3,0,0,0,41,16,0,9,1,40,44,13,7,2,0,3,0,0,0,41,16,0,9,1,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0
883,9,891,10,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,10,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
909,9,921,10,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,0,1,6,0,0,0,13,13,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
937,9,946,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,1,0,0,0,1,4,0,0,0,11,10,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
962,9,982,10,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,0,1,9,0,0,0,21,21,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1033,9,1059,10,1,1,2,1,1,1,27,22,1,1,1,3,0,0,0,0,2,0,0.08,2,0,0,1,0.08,2,0,0,0,0,0,23,27,0,0,0,0,2,0,0,0,2,8,0,0,0,23,27,0,0,0,0,2,0,0,0,2,8,0,0,0,0,0,23,1,0,1,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1103,9,1129,10,1,1,2,1,1,1,27,22,1,1,1,3,0,0,0,0,2,0,0.08,2,0,0,1,0.08,2,0,0,0,0,0,23,27,0,0,0,0,2,0,0,0,2,8,0,0,0,23,27,0,0,0,0,2,0,0,0,2,8,0,0,0,0,0,23,1,0,1,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1176,9,1193,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,17,18,0,0,0,0,3,0,3,0,3,2,0,3,0,17,18,0,0,0,0,3,0,3,0,3,2,0,3,0,0,0,10,0,2,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0
1215,9,1226,10,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,12,0,0,0,0,1,0,0,0,1,4,0,0,0,13,12,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1246,9,1267,10,0.489362,1,2,1,0.454545,0.529412,10,9,1,1,1,2,1,0,0,1,2,0,0.1,2,0,0,1,0.1,2,0,0,0,0,0,18,22,0,0,0,0,1,0,0,0,1,6,0,0,0,18,22,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,15,2,0,1,10,0,0,0,0,0,5,0,1,0,0,0,0,0,0
1279,17,1292,18,1,1,4,1,1,1,14,14,1,3,3,4,4,0,0,4,5,0,0,0,0,0,2,0,0,5,12,0,0,1,15,14,4,7,0,0,1,0,1,0,20,4,0,20,0,15,14,4,7,0,0,1,0,1,0,20,4,0,20,0,0,0,17,0,3,0,11,1,0,0,0,2,5,0,0,1,0,0,0,0,0
1311,9,1320,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0.181818,2,0,0,1,0.181818,2,0,0,0,0,0,9,10,0,0,0,0,1,0,0,0,1,2,0,0,0,9,10,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1334,17,1347,18,1,1,4,1,1,1,14,14,1,3,3,4,4,0,0,4,5,0,0,0,0,0,2,0,0,5,12,0,0,1,15,14,4,7,0,0,1,0,1,0,20,4,0,20,0,15,14,4,7,0,0,1,0,1,0,20,4,0,20,0,0,0,17,0,3,0,11,1,0,0,0,2,5,0,0,1,0,0,0,0,0
1362,9,1378,10,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,2,0,0.111111,2,0,0,1,0.111111,2,0,0,0,0,0,16,17,0,0,0,0,1,0,0,0,1,4,0,0,0,16,17,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1413,9,1431,10,0.589744,1,2,1,0.526316,0.5625,10,9,1,1,1,2,1,0,0,0,1,0,0.0555556,1,0,0,1,0.0555556,1,0,0,0,0,0,17,19,0,0,0,0,1,0,0,0,1,5,0,0,0,17,19,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,15,2,0,1,10,0,0,0,0,0,5,0,1,0,0,0,0,0,0
80,9,93,10,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,1,2,0,0,0,0,0,1,0,0,2,2,0,0,1,15,14,14,7,0,0,1,0,0,0,47,8,0,9,1,15,14,14,7,0,0,1,0,0,0,47,8,0,9,1,0,0,5,0,3,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0
120,9,127,10,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
139,9,146,10,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,9,8,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
147,50,147,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
153,5,162,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,1,9,10,3,1,0,0,1,0,1,0,12,1,0,9,3,9,10,3,1,0,0,1,0,1,0,12,1,0,9,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
113,5,119,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,1,7,7,3,1,0,0,1,0,1,0,12,1,0,9,3,7,7,3,1,0,0,1,0,1,0,12,1,0,9,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
62,9,86,10,0.989247,1,2,2,0.88,0.909091,22,20,4,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,23,25,0,0,0,0,4,0,4,0,4,4,0,4,0,23,25,0,0,0,0,4,0,4,0,4,4,0,4,0,0,0,37,0,0,0,25,0,1,0,0,0,11,0,0,0,0,0,0,0,0
172,9,178,10,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,6,7,0,0,0,0,0,2,0,0,0,0,0,0,0,8,7,0,0,0,0,1,0,1,0,1,1,0,1,0,8,7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
191,5,331,6,0,0,0,0,0,0,0,0,2,3,3,23,12,2,2,19,25,0.166667,0.127273,14,3,1,5,0.121212,16,1,1,0,0,1,96,116,5,1,5,1,6,0,5,0,6,43,0,5,0,116,141,9,1,5,1,9,0,5,0,25,50,1,15,0,0,0,32,0,14,0,0,14,2,1,2,0,24,0,0,0,0,0,0,3,0
1922,5,2493,6,0.0896033,2,12,3,0.0594406,0.0717703,34,30,6,8,8,124,14,47,91,39,76,0.594595,0.170254,87,79,22,15,0.170254,87,3,3,1,2,1,424,572,5,52,2,17,37,0,36,5,104,201,0,100,10,424,572,5,52,2,17,37,0,36,5,104,201,0,100,10,0,0,91,9,56,3,15,48,1,7,2,6,53,2,1,0,4,1,0,13,0
2495,5,2836,6,0,0,0,0,0,0,0,0,16,1,1,53,3,5,6,4,55,0.0192308,0.00344828,1,1,1,51,0.00344828,1,2,2,1,3,1,289,342,3,35,2,30,51,0,51,4,67,69,0,64,5,289,342,3,35,2,30,51,0,51,4,67,69,0,64,5,0,0,114,0,6,0,0,5,1,0,0,0,103,1,0,0,0,0,0,10,0
2857,5,2864,6,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0.5,0.272727,3,3,1,1,0.272727,3,1,1,0,0,1,8,8,0,0,0,0,1,0,1,0,1,1,0,1,0,8,8,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2871,5,2889,6,0,0,0,0,0,0,0,0,1,1,1,8,2,2,0,3,4,0.5,0.238095,5,5,1,1,0.238095,5,1,1,0,0,1,16,19,0,0,0,0,1,0,1,0,1,9,0,1,0,16,19,0,0,0,0,1,0,1,0,1,9,0,1,0,0,0,5,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
283,5,337,6,0,0,0,0,0,0,0,0,1,2,2,12,3,1,2,3,9,0.5,0.0588235,3,3,1,1,0.0588235,3,0,0,0,0,0,48,55,2,3,2,3,6,0,1,0,6,19,0,1,0,48,55,2,3,2,3,6,0,1,0,6,19,0,1,0,0,0,15,0,9,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0
60,1,671,2,0.117647,1,8,1,0.0702614,0.0969529,43,35,1,3,3,86,21,11,25,41,86,1,0.339964,188,177,42,0,0.339964,188,6,12,0,0,2,365,612,40,28,15,15,45,3,41,14,126,159,10,100,25,365,612,40,28,15,15,45,3,41,14,126,159,10,100,25,0,0,82,8,17,0,9,16,0,1,3,0,40,0,0,3,0,9,0,26,1
44,1,394,2,0.0443459,1,8,2,0.0569801,0.056338,20,16,2,4,4,48,21,2,2,32,45,0,0.0322581,7,0,0,10,0.0233333,7,1,1,0,0,1,210,258,14,1,14,1,13,3,9,0,14,108,3,10,0,293,351,27,1,22,1,15,8,10,0,36,161,9,23,0,0,0,77,0,17,0,12,16,1,6,3,0,39,0,1,0,0,0,0,16,0
42,1,103,2,0,0,0,0,0,0,0,0,3,1,1,8,2,1,0,3,10,0.125,0.0983607,6,6,1,7,0.0983607,6,0,0,0,0,0,55,62,2,0,2,0,7,0,7,0,7,17,0,7,0,55,62,2,0,2,0,7,0,7,0,7,17,0,7,0,0,0,18,0,2,0,0,0,1,0,0,0,17,2,0,0,0,0,0,0,0
33,1,121,2,0.412037,3,8,3,0.292135,0.275362,26,19,1,3,2,8,2,4,2,3,6,0,0.04,2,0,0,3,0.025974,2,1,1,2,2,1,48,60,3,1,2,0,3,0,2,0,6,22,0,4,0,75,89,4,3,3,0,7,0,6,0,22,26,0,16,0,0,0,38,0,4,0,12,4,0,0,0,0,26,0,0,0,0,0,0,0,0
46,1,137,2,0.329317,2,5,2,0.25,0.235294,23,16,5,2,1,9,1,4,2,1,7,0.166667,0.205479,15,12,1,5,0.172414,15,1,1,2,2,1,58,78,2,1,1,0,6,0,5,0,9,25,0,7,0,72,92,2,3,1,0,8,0,7,0,29,27,0,23,0,0,0,41,3,6,0,15,6,1,0,0,0,25,3,0,0,0,0,0,0,0
31,1,121,2,0.440594,3,8,3,0.32967,0.283582,30,19,5,3,2,10,1,4,2,1,7,0,0.107692,7,0,0,6,0.0886076,7,1,1,2,2,1,58,77,2,1,1,0,6,0,5,0,9,20,0,7,0,72,91,2,3,1,0,8,0,7,0,29,22,0,23,0,0,0,38,0,6,0,12,3,1,0,0,0,25,3,0,0,0,0,0,0,0
49,1,329,2,0.129845,1,2,1,0.0498221,0.0757576,14,10,2,2,2,18,26,0,0,13,29,0.9375,0.476563,122,118,15,1,0.476563,122,0,0,0,0,0,134,281,11,0,11,0,16,5,15,0,16,42,5,15,0,134,281,11,0,11,0,16,5,15,0,16,42,5,15,0,0,0,22,16,6,16,8,5,1,0,2,0,5,0,1,0,0,0,0,6,0
40,1,111,2,0,0,0,0,0,0,0,0,2,1,1,4,3,0,0,5,9,0.25,0.119403,8,4,1,3,0.119403,8,0,0,0,0,0,59,72,4,0,4,0,4,1,3,0,4,14,1,3,0,59,72,4,0,4,0,4,1,3,0,4,14,1,3,0,0,0,16,1,7,1,0,4,1,0,0,3,11,0,0,0,0,0,0,4,0
55,1,767,2,0.278796,8,20,20,0.252454,0.254864,180,131,1,2,2,29,14,0,0,28,53,0.04,0.0789981,41,3,1,24,0.0719178,42,0,0,0,0,0,478,639,2,0,2,0,25,1,24,0,25,252,1,24,0,542,713,30,6,5,1,32,2,28,0,51,267,2,32,0,0,0,181,15,22,8,82,13,0,0,6,4,79,0,12,0,0,0,0,14,0
68,1,657,2,0.293257,4,20,7,0.232203,0.245658,137,99,1,4,2,53,26,5,30,37,65,0.259259,0.193227,97,72,7,20,0.189453,97,0,0,0,0,0,405,579,7,4,7,4,28,0,26,3,28,240,0,26,3,415,590,9,4,9,4,29,2,27,3,29,242,2,27,3,0,1,98,21,46,7,33,35,0,0,4,15,50,0,8,0,0,3,0,11,0
21,1,76,2,0.561702,2,4,2,0.428571,0.5,24,23,2,2,2,9,0,1,2,0,3,0,0.0408163,2,0,0,3,0.0408163,2,0,0,0,0,0,47,56,1,0,1,0,3,0,2,0,3,27,0,2,0,47,56,1,0,1,0,3,0,2,0,3,27,0,2,0,0,0,25,0,1,0,17,1,1,0,0,0,7,0,0,0,0,0,0,0,1
33,1,87,2,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,10,13,0.25,0.156863,8,6,1,3,0.156863,8,0,0,0,0,0,43,55,3,0,3,0,3,1,3,0,3,19,1,3,0,43,55,3,0,3,0,3,1,3,0,3,19,1,3,0,0,0,13,2,5,2,0,3,0,0,0,2,9,0,0,0,0,0,0,4,0
47,1,134,2,0,0,0,0,0,0,0,0,1,2,1,6,12,0,0,15,19,0,0.0138889,1,0,0,5,0.0138889,1,0,0,0,0,0,71,88,4,0,4,0,4,1,4,1,4,26,1,4,1,71,88,4,0,4,0,4,1,4,1,4,26,1,4,1,0,1,16,0,5,4,0,0,0,0,1,1,11,0,0,0,0,1,0,4,0
27,1,58,2,0,0,0,0,0,0,0,0,5,0,0,5,0,1,0,0,5,0.166667,0.258065,8,3,1,5,0.258065,8,0,0,0,0,0,23,32,0,0,0,0,5,0,5,0,5,0,0,5,0,23,32,0,0,0,0,5,0,5,0,5,0,0,5,0,0,0,12,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0
30,1,36,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.5,0.461538,6,6,1,1,0.461538,6,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
33,1,74,2,0,0,0,0,0,0,0,0,1,1,1,3,1,15,16,3,6,0,0,0,0,0,3,0,0,0,0,13,19,0,37,42,1,1,1,1,3,0,2,0,3,17,0,2,0,37,42,1,1,1,1,3,0,2,0,3,17,0,2,0,0,1,10,0,1,1,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0
34,1,68,2,0,0,0,0,0,0,0,0,1,2,2,4,2,0,0,4,6,0.5,0.114286,4,3,1,1,0.114286,4,1,1,0,0,1,31,35,2,1,1,0,2,0,1,0,5,13,0,3,0,31,35,2,1,1,0,2,0,1,0,5,13,0,3,0,0,0,7,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
46,1,67,2,0.685393,1,3,1,0.545455,0.529412,12,9,1,2,1,3,2,1,0,2,3,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,12,0,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,64,2,0.860759,2,6,2,0.727273,0.705882,16,12,1,2,1,3,1,2,0,1,2,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,14,0,2,0,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,63,2,0,0,0,0,0,0,0,0,1,2,1,3,1,1,0,1,2,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,21,1,1,0,0,1,0,0,0,4,10,0,2,0,18,21,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,64,2,0.772152,1,3,1,0.545455,0.529412,12,9,1,2,1,3,1,1,0,1,2,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,12,0,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,70,2,0.616162,1,3,1,0.464286,0.428571,13,9,1,2,1,4,1,1,0,1,2,1,0.435897,17,15,1,0,0.435897,17,1,1,0,0,1,22,28,1,1,0,0,1,0,0,0,4,14,0,2,0,22,28,1,1,0,0,1,0,0,0,4,14,0,2,0,0,0,12,0,3,1,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,64,2,0.772152,1,3,1,0.545455,0.529412,12,9,1,2,1,3,1,1,0,1,2,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,12,0,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,63,2,0,0,0,0,0,0,0,0,1,2,1,3,1,1,0,1,2,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,21,1,1,0,0,1,0,0,0,4,10,0,2,0,18,21,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
43,1,64,2,0,0,0,0,0,0,0,0,1,2,1,3,1,1,0,1,2,1,0.454545,15,15,1,0,0.454545,15,1,1,0,0,1,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,18,22,1,1,0,0,1,0,0,0,4,10,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
